SkillName	Property	SkillId	Attrib	SkillStyle	SkillIcon	PreCastSpr	ManCastSnd	FMCastSnd	StateSpecialId	StatePriority	IsAura	LRSkill	NeedShadow	AttackRadius	MaxShadowNum	MslsGenerate	MslsGenerateData	CharClass	MisslesForm	ChildSkillId	ChildSkillLevel	ChildSkillNum	BaseSkill	CharAnimId	EventSkillLevel	IsMelee	WaitTime	ClientSend	SkillCostType	CostValue	TimePerCast	TimePerCastOnHorse	IsPhysical	TargetOnly	TargetEnemy	TargetAlly	TargetSelf	TargetOther	TargetObj	TargetNoNpc	ByMissle	IsUseAR	StartEvent	StartSkillId	FlyEvent	FlySkillId	FlyEventTime	CollideEvent	CollidSkillId	VanishedEvent	VanishedSkillId	ReqLevel	MaxLevel	EqtLimit	HorseLimit	DoHurt	WeaponSkill	Param1	Param1Memo	Param2	Param2Memo	StopWhenMove	HeelAtParent	RelativePosType	PeaceCanUse	ShowEvent	IsExpSkill	Series	ShowAddition	LvlSetScript	LvlSetting1	LvlData1	LvlSetting2	LvlData2	LvlSetting3	LvlData3	LvlSetting4	LvlData4	LvlSetting5	LvlData5	LvlSetting6	LvlData6	LvlSetting7	LvlData7	LvlSetting8	LvlData8	LvlSetting9	LvlData9	LvlSetting10	LvlData10	LvlSetting11	LvlData11	LvlSetting12	LvlData12	LvlSetting13	LvlData13	LvlSetting14	LvlData14	LvlSetting15	LvlData15	LvlSetting16	LvlData16	LvlSetting17	LvlData17	LvlSetting18	LvlData18	LvlSetting19	LvlData19	LvlSetting20	LvlData20	LevelUpScript	SkillDesc
L«i C«ng hoµn (kü n¨ng) 		526		2	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_ty_jin.spr				67	2	0	0	0	0	0	0	0	0	7	0	-1	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\special\skillstate.lua	addlightingdamage_v		addlightingmagic_v																																							
Tr­êng MÖnh hoµn (kü n¨ng) 		527		2	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_ty_jin.spr				67	2	0	0	0	0	0	0	0	0	7	0	-1	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\special\skillstate.lua	lifemax_v																																									
Tr­êng Néi hoµn (kü n¨ng) 		528		2	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_ty_jin.spr				67	2	0	0	0	0	0	0	0	0	7	0	-1	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\special\skillstate.lua	manamax_v																																									
"T¨ng Sinh, Néi lùc (kü n¨ng) "		529		2	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_ty_jin.spr				67	2	0	0	0	0	0	0	0	0	7	0	-1	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\special\skillstate.lua	lifemax_v		manamax_v																																							
T¨ng may m¾n (kü n¨ng) 		530		2	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_ty_jin.spr				0	0	0	0	0	0	0	0	0	0	7	0	-1	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\special\skillstate.lua	lucky_v																																									
T¨ng kinh nghiÖm (kü n¨ng) 		531		2	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_ty_jin.spr				0	0	0	0	0	0	0	0	0	0	7	0	-1	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\special\skillstate.lua	expenhance_p																																									
"Håi Sinh, néi lùc (kü n¨ng) "		532		2	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_ty_jin.spr				67	2	0	0	0	0	0	0	0	0	7	0	-1	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\special\skillstate.lua	lifereplenish_v		manareplenish_v																																							
¸i T×nh Tri T©m (kü n¨ng) 		533		2	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_ty_jin.spr				79	2	0	0	0	0	0	0	0	0	7	0	-1	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\special\skillstate.lua	lifereplenish_v		manareplenish_v																																							
Ngò hµnh c«ng kİch. Kim	C«ng kİch ngo¹i c«ng  	534		0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_ty_jin.spr		\sound\skill\sound_k002.wav	0	0	0	0	0	0	90	0	0	0	1	1	203	-1	1	1	9	0	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	40	-2	0	100	0	0		0					0	0	1	0	1	\script\skill\npc\wuxinggongji.lua	physicsenhance_p		attackrating_p		addskillexp1		skill_skillexp_v		seriesdamage_p																																	"Ngò hµnh c«ng kİch. Kim,hiÖu qu¶ s¸t th­¬ng nhÊt ®Şnh."
Ngò hµnh c«ng kİch. Méc	C«ng kİch ngo¹i c«ng  	535		0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_ty_mu.spr		\sound\skill\sound_k002.wav	0	0	0	0	0	0	90	0	0	0	3	1	203	-1	1	1	9	0	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	40	-2	0	100	0	0		0					0	0	1	1	1	\script\skill\npc\wuxinggongji.lua	physicsenhance_p		attackrating_p		addskillexp1		skill_skillexp_v		seriesdamage_p																																	"Ngò hµnh c«ng kİch. Méc,hiÖu qu¶ s¸t th­¬ng nhÊt ®Şnh."
Ngò hµnh c«ng kİch. Thñy	C«ng kİch ngo¹i c«ng  	536		0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_ty_shui.spr		\sound\skill\sound_k002.wav	0	0	0	0	0	0	90	0	0	0	2	1	203	-1	1	1	9	0	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	40	-2	0	100	0	0		0					0	0	1	2	1	\script\skill\npc\wuxinggongji.lua	physicsenhance_p		attackrating_p		addskillexp1		skill_skillexp_v		seriesdamage_p																																	"Ngò hµnh c«ng kİch. Thñy,hiÖu qu¶ s¸t th­¬ng nhÊt ®Şnh."
Ngò hµnh c«ng kİch. Háa	C«ng kİch ngo¹i c«ng  	537		0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_ty_huo.spr		\sound\skill\sound_k002.wav	0	0	0	0	0	0	90	0	0	0	4	1	203	-1	1	1	9	0	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	40	-2	0	100	0	0		0					0	0	1	3	1	\script\skill\npc\wuxinggongji.lua	physicsenhance_p		attackrating_p		addskillexp1		skill_skillexp_v		seriesdamage_p																																	"Ngò hµnh c«ng kİch. Háa,hiÖu qu¶ s¸t th­¬ng nhÊt ®Şnh."
Ngò hµnh c«ng kİch. Thæ 	C«ng kİch ngo¹i c«ng  	538		0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_ty_tu.spr		\sound\skill\sound_k002.wav	0	0	0	0	0	0	90	0	0	0	5	1	203	-1	1	1	9	0	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	40	-2	0	100	0	0		0					0	0	1	4	1	\script\skill\npc\wuxinggongji.lua	physicsenhance_p		attackrating_p		addskillexp1		skill_skillexp_v		seriesdamage_p																																	"Ngò hµnh c«ng kİch. Thæ,hiÖu qu¶ s¸t th­¬ng nhÊt ®Şnh."
Vßng trßn  miÔn dŞch 	Vßng trßn  håi phôc thuéc tİnh	539	503	2	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_em_22.spr				40	2	1	2	0	180	0	0	0	0	7	540	-1	1	0	14	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	20	-2	0	0	0	0		0					1	0	0	-1	1	\script\skill\npc\mianyiguanghuan.lua	fatallystrikeres_p		poisontimereduce_p																																							Vßng trßn  miÔn dŞch.
Vßng trßn  miÔn dŞch 		540		0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_em_22.spr		0	0	40	2	0	2	0	180	0	0	0	0	3	92	-1	1	1	14	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	30	20	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\npc\mianyiguanghuan.lua	fatallystrikeres_p		poisontimereduce_p																																							Vßng trßn  miÔn dŞch.
Hoµn thµnh nhiÖm vô  S¸t thñ  		541		2			\Sound\skill\sound_k046.wav	\Sound\skill\sound_k046.wav	80	2	0	2	0	0	0	0	0	0	7	0	-1	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	20	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\cuiyan.lua																																										Vßng trßn  miÔn dŞch.
Tİn sø lÖnh ? méc		542		2					100	2	0	2	0	0	0	0	0	0	7	0	-1	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	20	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\special\star1.lua	lucky_v																																									
Tİn sø lÖnh ? §ång		543		2					101	2	0	2	0	0	0	0	0	0	7	0	-1	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	20	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\special\star1.lua	lucky_v																																									
Tİn sø lÖnh ? B¹c		544		2					102	2	0	2	0	0	0	0	0	0	7	0	-1	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	20	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\special\star1.lua	lucky_v																																									
Tİn sø lÖnh - Vµng		545		2					103	2	0	2	0	0	0	0	0	0	7	0	-1	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	20	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\special\star1.lua	lucky_v																																									
Ngù Tø lÖnh bµi - vµng 		546		2					104	2	0	2	0	0	0	0	0	0	7	0	-1	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	20	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\special\star1.lua	lucky_v																																									
S¸t thñ - Vßng trßn  miÔn dŞch 	Hç trî bŞ ®éng	547	11	3	\spr\Ui\¼¼ÄÜÍ¼±ê\¹÷·¨.spr				0	0	0	3	0	0	0	0	0	0	7	0	-1	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	20	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\npc\killerbossmianyi.lua	fasthitrecover_v		fatallystrikeres_p		freezetimereduce_p		poisontimereduce_p		stuntimereduce_p																																	T¨ng hiÖu qu¶ sö dông c«n.
Vßng trßn  t¨ng ®«i kinh nghiÖm (hoµn thµnh nhiÖm vô s¸t thñ) 		548	900	2					67	2	0	2	0	0	0	0	0	0	7	0	-1	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	20	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\cuiyan.lua																																										
Kim Cang BÊt Ph¸ 	Hç trî phßng ngù - bŞ  ®éng	549	1008	3	\spr\Ui\¼¼ÄÜÍ¼±ê\companion\jingangbupo.spr				0	0	0	3	0	0	0	0	0	0	7	0	-1	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	10	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\partner\resistance\½ğ¸Õ²»ÆÆ.lua	physicsres_p	jingangbupo																																								t¨ng kh¸ng s¸t th­¬ng vËt lı 
B¸ch §éc BÊt X©m	Hç trî phßng ngù - bŞ  ®éng	550	1008	3	\spr\Ui\¼¼ÄÜÍ¼±ê\companion\baidubuqin.spr				0	0	0	3	0	0	0	0	0	0	7	0	-1	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	10	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\partner\resistance\°Ù¶¾²»ÇÖ.lua	poisonres_p	baidubuqin																																								t¨ng kh¸ng ®éc 
B¨ng TuyÕt S¬ Dung	Hç trî phßng ngù - bŞ  ®éng	551	1008	3	\spr\Ui\¼¼ÄÜÍ¼±ê\companion\bingxuechurong.spr				0	0	0	3	0	0	0	0	0	0	7	0	-1	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	10	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\partner\resistance\±ùÑ©³õÈÚ.lua	coldres_p	bingxuechurong																																								t¨ng kh¸ng b¨ng
Ch©n Háa Kh¸ng Lùc	Hç trî phßng ngù - bŞ  ®éng	552	1008	3	\spr\Ui\¼¼ÄÜÍ¼±ê\companion\zhenhuokangli.spr				0	0	0	3	0	0	0	0	0	0	7	0	-1	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	10	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\partner\resistance\Õæ»ğ¿¹Á¦.lua	fireres_p	zhenhuokangli																																								t¨ng kh¸ng háa
L«i §×nh Hé gi¸p	Hç trî phßng ngù - bŞ  ®éng	553	1008	3	\spr\Ui\¼¼ÄÜÍ¼±ê\companion\leitinghujia.spr				0	0	0	3	0	0	0	0	0	0	7	0	-1	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	10	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\partner\resistance\À×öª»¤¼×.lua	lightingres_p	leitinghujia																																								t¨ng kh¸ng l«i
Ng©n C©u ThiÕt Ho¹ch 	C«ng kİch ngo¹i c«ng  	554	1006	0	\spr\Ui\¼¼ÄÜÍ¼±ê\companion\yingoutiehua.spr		\sound\skill\sound_k001.wav		0	0	0	0	0	75	0	0	0	0	1	209	-1	1	1	9	0	1	2	0	0	0	8	8	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	10	-2	0	0	0	0		0					0	0	1	0	1	\script\skill\partner\gold\Òø¹³Ìú»®.lua	physicsenhance_p	yingoutiehua	attackrating_p	yingoutiehua	seriesdamage_p	yingoutiehua	addskilldamage1	yingoutiehua	addskilldamage2	yingoutiehua	addskilldamage3	yingoutiehua	addskillexp1	yingoutiehua	skill_skillexp_v	yingoutiehua																									\script\skill\partner\gold\Òø¹³Ìú»®_Éı¼¶.lua	"NhËp m«n, c«ng kİch ®èi thñ ®¬n lÎ "
H¶i Thiªn NhÊt TuyÕn 	C«ng kİch ngo¹i c«ng  	555	1006	0	\spr\Ui\skill\³ËÁú¾ö.spr		\sound\skill\sound_k001.wav		0	0	0	0	0	75	0	0	0	0	1	210	-1	1	1	11	0	1	2	0	0	0	8	8	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	30	10	-2	0	0	0	0		0					0	0	1	0	1	\script\skill\partner\gold\º£ÌìÒ»Ïß.lua	physicsenhance_p	haitianyixian	attackrating_p	haitianyixian	seriesdamage_p	haitianyixian	deadlystrike_p	haitianyixian	addskilldamage1	haitianyixian	addskilldamage2	haitianyixian	addskillexp1	haitianyixian	skill_skillexp_v	haitianyixian																									\script\skill\partner\gold\º£ÌìÒ»Ïß_Éı¼¶.lua	"Trung cÊp, s¸t th­ong ®èi ph­¬ng ®¬n lÎ "
Ph¸ Kh«ng Tr¶m ¶nh 	C«ng kİch ngo¹i c«ng  	556	1006	0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_tw_42.spr		\sound\skill\sound_k001.wav		0	0	0	0	0	75	0	0	0	0	2	211	-1	3	1	11	0	1	2	0	0	0	8	8	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	60	10	-2	0	0	0	21		30					0	0	1	0	1	\script\skill\partner\gold\ÆÆ¿ÕÕ¶Ó°.lua	physicsenhance_p	pokongzhanying	attackrating_p	pokongzhanying	seriesdamage_p	pokongzhanying	deadlystrike_p	pokongzhanying	addskilldamage1	pokongzhanying	addskillexp1	pokongzhanying	skill_skillexp_v	pokongzhanying																											\script\skill\partner\gold\ÆÆ¿ÕÕ¶Ó°_Éı¼¶.lua	"Trung cÊp, s¸t th­ong ®èi ph­¬ng ®¬n lÎ "
BÊt DiÖt S¸t ı 	C«ng kİch ngo¹i c«ng  	557	1006	0	\spr\Ui\¼¼ÄÜÍ¼±ê\companion\bumieshayi.spr		\sound\skill\sound_k001.wav		0	0	0	0	0	75	0	0	0	0	7	212	-1	1	1	11	0	1	4	0	0	0	8	8	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	80	10	-2	0	0	0	0		0					0	0	1	0	1	\script\skill\partner\gold\²»ÃğÉ±Òâ.lua	physicsenhance_p	bumieshayi	attackrating_p	bumieshayi	seriesdamage_p	bumieshayi	deadlystrike_p	bumieshayi	addskillexp1	bumieshayi	skill_skillexp_v	bumieshayi	colddamage_v	bumieshayi																											\script\skill\partner\gold\²»ÃğÉ±Òâ_Éı¼¶.lua	"Cao cÊp, s¸t th­ong b¨ng trªn diÖn réng"
TrÊn Ngôc Ph¸ Thiªn. 	chñ ®éng hç trî 	558	1009	2	\spr\Ui\¼¼ÄÜÍ¼±ê\companion\zhenyupotianjin.spr				92	3	0	0	0	600	0	0	0	0	6	0	-1	0	0	11	0	0	5	0	0	0	9	9	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	10	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\partner\gold\ÕòÓüÆÆÌì¾¢.lua	poisontimereduce_p	zhenyupotianjin																																								"T©m ph¸p, gióp ban gi¶m thêi gian tróng ®éc"
§¹i Bi Chó 	chñ ®éng hç trî 	559	1009	2	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_sl_41.spr				88	3	0	0	0	600	0	0	0	0	6	0	-1	0	0	11	0	0	5	0	0	0	9	9	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	10	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\partner\gold\´ó±¯Öä.lua	poisonres_p	dabeizhou																																								"T©m ph¸p, gióp b¹n t¨ng phßng ®éc "
H¾c S¸t ThÇn Sa 	C«ng kİch ngo¹i c«ng  	560	1006	0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_tm_02.spr		\sound\skill\sound_k003.wav		0	0	0	0	0	300	0	0	0	0	1	213	-1	1	1	11	0	0	2	0	0	0	9	9	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	10	-2	0	0	0	0		0					0	0	1	1	1	\script\skill\partner\wood\ºÚÉ·ÉñÉ°.lua	poisondamage_v	heishashensha	physicsenhance_p	heishashensha	attackrating_p	heishashensha	seriesdamage_p	heishashensha	addskilldamage1	heishashensha	addskilldamage2	heishashensha	addskilldamage3	heishashensha	addskillexp1	heishashensha	skill_skillexp_v	heishashensha																							\script\skill\partner\wood\ºÚÉ·ÉñÉ°_Éı¼¶.lua	"NhËp m«n, §éc s¸t ®èi ph­¬ng ®¬n lÎ "
Thiªn Thï V¹n §éc  	C«ng kİch ngo¹i c«ng  	561	1006	0	\spr\Ui\¼¼ÄÜÍ¼±ê\companion\qianzhuwandu.spr				0	0	0	0	0	300	0	0	0	0	1	214	-1	1	1	11	0	0	4	0	0	0	9	9	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	30	10	-2	0	0	0	0		0					0	0	1	1	1	\script\skill\partner\wood\Ç§ÖëÍò¶¾.lua	poisondamage_v	qianzhuwandu	physicsenhance_p	qianzhuwandu	attackrating_p	qianzhuwandu	seriesdamage_p	qianzhuwandu	addskilldamage1	qianzhuwandu	addskilldamage2	qianzhuwandu	addskillexp1	qianzhuwandu	skill_skillexp_v	qianzhuwandu																									\script\skill\partner\wood\Ç§ÖëÍò¶¾_Éı¼¶.lua	"trung cÊp, §éc s¸t ®èi ph­¬ng ®¬n lÎ "
Bi Ma HuyÕt Quang 	C«ng kİch ngo¹i c«ng  	562	1006	0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_wd_21.spr				0	0	0	0	0	300	0	0	0	0	1	215	-1	2	1	11	0	0	4	0	0	0	9	9	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	60	10	-2	0	0	0	45		0					0	0	1	1	1	\script\skill\partner\wood\±¯Ä§Ñª¹â.lua	poisondamage_v	beimoxueguang	poisontimereduce_p	beimoxueguang	physicsenhance_p	beimoxueguang	attackrating_p	beimoxueguang	seriesdamage_p	beimoxueguang	addskilldamage1	beimoxueguang	addskillexp1	beimoxueguang	skill_skillexp_v	beimoxueguang																									\script\skill\partner\wood\±¯Ä§Ñª¹â_Éı¼¶.lua	"trung cÊp, §éc s¸t ®èi ph­¬ng ®¬n lÎ "
C« Yªn Trôc V©n 	C«ng kİch ngo¹i c«ng  	563	1006	0	\spr\Ui\¼¼ÄÜÍ¼±ê\companion\guyanzhuyun.spr	\spr\skill\Îå¶¾½Ì\wdu_13_Ä§·¨Ê©·Å.spr			0	0	0	0	0	350	0	0	0	0	1	216	-1	1	1	11	0	0	4	0	0	0	9	9	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	80	10	-2	0	0	0	0		0					0	0	1	1	1	\script\skill\partner\wood\¹ÂÑÌÖğÔÆ.lua	poisondamage_v	guyanzhuyun	poisontimereduce_p	guyanzhuyun	physicsenhance_p	guyanzhuyun	attackrating_p	guyanzhuyun	firedamage_v	guyanzhuyun	seriesdamage_p	guyanzhuyun	addskillexp1	guyanzhuyun	skill_skillexp_v	guyanzhuyun																									\script\skill\partner\wood\¹ÂÑÌÖğÔÆ_Éı¼¶.lua	"cao cÊp, §éc s¸t trªn diÖn réng"
LuyÖn Ngôc Hñ Cèt 	chñ ®éng hç trî 	564	1009	2	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_wd_31.spr				91	3	0	0	0	600	0	0	0	0	6	0	-1	0	0	11	0	0	5	0	0	0	9	9	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	10	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\partner\wood\Á¶Óü¸¯¹Æ.lua	lightingres_p	lianyufugu																																								"T©m ph¸p, gióp b¹n t¨ng phßng L«i  "
Thùc Cèt HuyÕt NhÉn 	chñ ®éng hç trî 	565	1009	2	\spr\Ui\skill\Ñªµ¶¶¾É±.spr				94	3	0	0	0	600	0	0	0	0	6	0	-1	0	0	11	0	0	5	0	0	0	9	9	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	10	-2	0	0	0	0		0					0	0	0	-1	1	\script\skill\partner\wood\Ê´¹ÇÑªØğ.lua	stuntimereduce_p	shiguxueren																																								"T©m ph¸p, gióp b¹n chèng h«n mª "
TriÒu Khëi NguyÖt Doanh 	C«ng kİch ngo¹i c«ng  	566	1006	0	\spr\Ui\¼¼ÄÜÍ¼±ê\companion\chaoqiyueying.spr	\spr\skill\¶ëáÒ\mag_em_13_Ê©Ä§·¨.spr			0	0	0	0	0	280	0	0	0	0	1	217	-1	1	1	11	0	0	3	0	0	0	7	7	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	10	-2	0	0	0	0		0					0	0	1	2	1	\script\skill\partner\water\³±ÆğÔÂÓ¯.lua	colddamage_v	chaoqiyueying	physicsenhance_p	chaoqiyueying	attackrating_p	chaoqiyueying	seriesdamage_p	chaoqiyueying	addskilldamage1	chaoqiyueying	addskilldamage2	chaoqiyueying	addskilldamage3	chaoqiyueying	addskillexp1	chaoqiyueying	skill_skillexp_v	chaoqiyueying																							\script\skill\partner\water\³±ÆğÔÂÓ¯_Éı¼¶.lua	"NhËp m«n, §éc s¸t ®èi ph­¬ng ®¬n lÎ "
V¹n LiÔu Phiªu Phong 	C«ng kİch ngo¹i c«ng  	567	1006	0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_em_21.spr	\spr\skill\¶ëáÒ\mag_em_13_Ê©Ä§·¨.spr			0	0	0	0	0	280	0	0	0	0	6	218	-1	1	1	11	-1	0	3	0	0	0	7	7	1	1	1	0	0	0	0	0	0	1	1	657	0	0	0	0	0	0	0	30	10	-2	0	0	0	0		0					0	0	1	2	1	\script\skill\partner\water\ÍòÁøÆ®·ç.lua	colddamage_v	wanliupiaofeng	physicsenhance_p	wanliupiaofeng	attackrating_p	wanliupiaofeng	seriesdamage_p	wanliupiaofeng	addskilldamage1	wanliupiaofeng	addskilldamage2	wanliupiaofeng	addskillexp1	wanliupiaofeng	skill_skillexp_v	wanliupiaofeng																									\script\skill\partner\water\ÍòÁøÆ®·ç_Éı¼¶.lua	"trung cÊp, §éc s¸t ®èi ph­¬ng ®¬n lÎ "
TuyÕt ¸nh Hång TrÇn  	C«ng kİch ngo¹i c«ng  	568	1006	0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_cy_42.spr	\spr\skill\¶ëáÒ\mag_em_13_Ê©Ä§·¨.spr			0	0	0	0	0	300	0	0	0	0	6	219	-1	1	1	11	0	0	2	0	0	0	7	7	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	60	10	-2	0	0	0	0		0					0	0	1	2	1	\script\skill\partner\water\Ñ©Ó³ºì³¾.lua	colddamage_v	xueyinghongchen	physicsenhance_p	xueyinghongchen	attackrating_p	xueyinghongchen	freezetimereduce_p	xueyinghongchen	seriesdamage_p	xueyinghongchen	addskilldamage1	xueyinghongchen	addskillexp1	xueyinghongchen	skill_skillexp_v	xueyinghongchen																									\script\skill\partner\water\Ñ©Ó³ºì³¾_Éı¼¶.lua	"trung cÊp, §éc s¸t ®èi ph­¬ng ®¬n lÎ "
